"source_id";"type";"reg_number";"category";"homebase";"max_pax";"yom";"operator"
"1738";"Challenger 300";"N717JJ";"Medium";"KTEB";"10.0";"2007.0";"Gama Aviation"
"1739";"Challenger 300";"N782BJ";"Medium";"KUGN";"9.0";"2007.0";"Gama Aviation"
"1740";"Challenger 604";"N1VR";"Heavy";"KSJC";"9.0";"2003.0";"Gama Aviation"
"1741";"Challenger 604";"N838LJ";"Heavy";"KBFI";"9.0";"1996.0";"Gama Aviation"
"1742";"Challenger 605";"N605RT";"Heavy";"KSDL";"12.0";"2012.0";"Gama Aviation"
"1743";"Challenger 605";"N955PM";"Heavy";"KCHO";"12.0";"2012.0";"Gama Aviation"
"1744";"Citation II";"N716S";"Light";"KSYR";"8.0";"1998.0";"Gama Aviation"
"1745";"Citation II";"N982NA";"Light";"KRME";"7.0";"1982.0";"Gama Aviation"
"1746";"Citation Sovereign";"N250CM";"Medium";"KMKE";"9.0";"2007.0";"Gama Aviation"
"1747";"Citation Sovereign+";"N830GG";"Medium";"KBDR";"9.0";"2008.0";"Gama Aviation"
"1748";"Citation Sovereign+";"N990H";"Medium";"KBDR";"9.0";"2014.0";"Gama Aviation"
"1749";"Citation Ultra";"N210CM";"Light";"KCLT";"7.0";"1996.0";"Gama Aviation"
"1750";"Citation X";"N728QL";"Medium";"KHOU";"9.0";"2007.0";"Gama Aviation"
"1751";"Falcon 7X";"N577CF";"Heavy";"KDPA";"15.0";"2011.0";"Gama Aviation"
"1752";"Falcon 900C";"N900LC";"Heavy";"KUGN";"12.0";"2000.0";"Gama Aviation"
"1753";"Gulfstream G-200";"N415SE";"Medium";"KHWD";"9.0";"2004.0";"Gama Aviation"
"1754";"Gulfstream G-450";"N776BT";"Heavy";"KTEB";"13.0";"2009.0";"Gama Aviation"
"1755";"Gulfstream G-450";"N847RC";"Heavy";"KUGN";"15.0";"2011.0";"Gama Aviation"
"1756";"Gulfstream G-550";"N909AD";"Heavy";"KTEB";"15.0";"2006.0";"Gama Aviation"
"1757";"Hawker 1000A";"N982LC";"Medium";"KRME";"9.0";"1991.0";"Gama Aviation"
"1758";"Hawker 400XP";"N339SM";"Light";"KEQY";"7.0";"2005.0";"Gama Aviation"
"1759";"Hawker 400XP";"N68GS";"Light";"KFDK";"7.0";"2004.0";"Gama Aviation"
"1760";"Hawker 850XP";"N900WT";"Medium";"KBDR";"8.0";"2006.0";"Gama Aviation"
"1761";"Hawker 900XP";"N301ML";"Medium";"KFDK";"8.0";"2008.0";"Gama Aviation"
"1762";"King Air B200";"N207CM";"Turbo-prop";"KCLT";"8.0";"1986.0";"Gama Aviation"
"1763";"King Air B200";"N209CM";"Turbo-prop";"KCLT";"8.0";"1992.0";"Gama Aviation"
"1764";"Learjet 60XR";"N714TS";"Medium";"KHPN";"8.0";"2008.0";"Gama Aviation"
"1765";"Learjet 60XR";"N723HC";"Medium";"KBDL";"8.0";"2012.0";"Gama Aviation"
"1766";"Legacy 600";"A6-CPC";"Heavy";"OMSJ";"13.0";"2007.0";"Gama Aviation FZC"
"1767";"Citation XLS";"G-OJER";"Light";"EGJJ";"8.0";"2013.0";"Gama Aviation Ltd"
"1768";"Global Express XRS";"G-OCAK";"Heavy";"DNMM";"10.0";"2010.0";"Gama Aviation Ltd"
"1769";"Piper Matrix";"N2304D";"Turbo-prop";"KWVI";"5.0";"2010.0";"GaryAir"
"1770";"TBM 700";"N700FP";"Turbo-prop";"KWVI";"5.0";"1999.0";"GaryAir"
"1771";"Challenger 601-3R";"N895CQ";"Heavy";"KSDL";"10.0";"1995.0";"Gemini Air Group, Inc."
"1772";"Challenger 605";"N895CC";"Heavy";"KSDL";"10.0";"2008.0";"Gemini Air Group, Inc."
"1773";"Hawker 4000";"N458WB";"Medium";"KSDL";"10.0";"2010.0";"Gemini Air Group, Inc."
"1774";"Hawker 800XP";"N100AG";"Medium";"KSDL";"7.0";"2005.0";"Gemini Air Group, Inc."
"1775";"Hawker 850XP";"N761XP";"Medium";"KSDL";"8.0";"2006.0";"Gemini Air Group, Inc."
"1776";"Bell 407";"SP-FDN";"Helicopter single engine";"EPBC";"5.0";"1996.0";"General Aviation Services Sp. z o.o."
"1777";"Bell 427";"SP-KHA";"Helicopter twin engine";"EPBC";"6.0";"2000.0";"General Aviation Services Sp. z o.o."
"1778";"Citation CJ2";"N745JS";"Light";"KGEG";"8.0";"2004.0";"Generation Jets, LLC"
"1779";"Citation Excel";"N127MC";"Light";"KSUN";"9.0";"2000.0";"Generation Jets, LLC"
"1780";"Embraer 135 Business Jet";"N509GU";"Heavy";"KGEG";"30.0";"2004.0";"Generation Jets, LLC"
"1781";"Citation CJ2";"N112GS";"Light";"KLZU";"6.0";"2002.0";"Georgia Jet"
"1782";"Hawker 400XP";"N402GJ";"Light";"KSUS";"8.0";"2004.0";"Georgia Jet"
"1783";"Hawker 400XP";"N408GJ";"Light";"KDAL";"8.0";"2003.0";"Georgia Jet"
"1784";"Hawker 400XP";"N412GJ";"Light";"KPDK";"8.0";"2005.0";"Georgia Jet"
"1785";"Hawker 400XP";"N418GJ";"Light";"KBNA";"8.0";"2005.0";"Georgia Jet"
"1786";"Hawker 400XP";"N442GJ";"Light";"KPDK";"8.0";"2005.0";"Georgia Jet"
"1787";"Hawker 400XP";"N472GJ";"Light";"KFLL";"8.0";"2006.0";"Georgia Jet"
"1788";"King Air B200";"N147GJ";"Turbo-prop";"KLZU";"8.0";"1982.0";"Georgia Jet"
"1789";"Citation Latitude";"EC-NBS";"Medium";"LEBL";"6.0";"2019.0";"Gestair"
"1790";"Citation Sovereign";"EC-MLV";"Medium";"LEVC";"8.0";"2008.0";"Gestair"
"1791";"Citation V";"EC-LEP";"Light";"LEMD";"7.0";"1991.0";"Gestair"
"1792";"Citation XLS+";"EC-LYL";"Light";"LEMD";"8.0";"2012.0";"Gestair"
"1793";"Citation XLS+";"EC-MSS";"Light";"LEMD";"8.0";"2017.0";"Gestair"
"1794";"Falcon 2000";"EC-HYI";"Heavy";"LEMD";"10.0";"2001.0";"Gestair"
"1795";"Falcon 2000EX";"EC-LGV";"Heavy";"LEBL";"8.0";"2010.0";"Gestair"
"1796";"Falcon 2000LX";"EC-MRR";"Heavy";"LEMD";"10.0";"2011.0";"Gestair"
"1797";"Global 6000";"EC-MKH";"Heavy";"LEMD";"15.0";"2016.0";"Gestair"
"1798";"Global Express XRS";"EC-LEB";"Heavy";"LEMD";"14.0";"2009.0";"Gestair"
"1799";"Gulfstream G-200";"EC-LAE";"Medium";"LEBL";"10.0";"2009.0";"Gestair"
"1800";"Gulfstream G-550";"EC-KUM";"Heavy";"LECO";"15.0";"2007.0";"Gestair"
"1801";"Gulfstream G-650";"EC-MHZ";"Heavy";"LEMD";"13.0";"2015.0";"Gestair"
"1802";"Hawker 400XP";"EC-KKD";"Light";"LEBL";"7.0";"2007.0";"Gestair"
"1803";"Piaggio Avanti II";"EC-LPJ";"Light";"LEMD";"6.0";"2012.0";"Gestair"
"1804";"Pilatus PC-12/47E (NG)";"F-HGET";"Turbo-prop";"LFPB";"8.0";"2017.0";"GET1JET"
"1805";"Pilatus PC-12/47E (NG)";"F-HJFP";"Turbo-prop";"LFMD";"8.0";"2017.0";"GET1JET"
"1806";"Global Express XRS";"D-ACCF";"Heavy";"EDMO";"13.0";"2009.0";"GLEX07 GmbH"
"1807";"AIRBUS Helicopter AS350 B3";"N524CH";"Helicopter single engine";"TJIG";"5.0";"2014.0";"Glide Aviation, LLC"
"1808";"Challenger 300";"N138CH";"Medium";"KPBI";"8.0";"2009.0";"Glide Aviation, LLC"
"1809";"Citation Mustang";"N872G";"Light";"KSTP";"5.0";"2010.0";"Global Air Charters"
"1810";"Gulfstream G-IV";"N129NS";"Heavy";"KSTP";"13.0";"1995.0";"Global Air Charters"
"1811";"Gulfstream G-IV";"N44CE";"Heavy";"KSTP";"12.0";"1989.0";"Global Air Charters"
"1812";"Gulfstream G-IVSP";"N171JC";"Heavy";"KSTP";"17.0";"1993.0";"Global Air Charters"
"1813";"Challenger 605";"N518JA";"Heavy";"KPDX";"12.0";"2007.0";"Global Aviation, Inc."
"1814";"Gulfstream G-200";"N815JW";"Medium";"KLMT";"9.0";"2001.0";"Global Aviation, Inc."
"1815";"Gulfstream G-V";"N6458";"Heavy";"KPDX";"13.0";"1999.0";"Global Aviation, Inc."
"1816";"Gulfstream G-V";"N934HE";"Heavy";"KPDX";"14.0";"1999.0";"Global Aviation, Inc."
"1817";"Hawker 800XP";"N544PS";"Medium";"KPDX";"8.0";"2000.0";"Global Aviation, Inc."
"1818";"Learjet 35A";"N367DA";"Light";"KHIO";"8.0";"1985.0";"Global Aviation, Inc."
"1819";"Pilatus PC-12/47E (NG)";"N1247E";"Turbo-prop";"KHIO";"8.0";"2017.0";"Global Aviation, Inc."
"1820";"Falcon 50";"VH-FJQ";"Medium";"YBCG";"9.0";"1995.0";"Global Jet International"
"1821";"Falcon 900C";"VH-PPD";"Heavy";"YBCG";"13.0";"2000.0";"Global Jet International"
"1822";"Global Express XRS";"VH-SGA";"Heavy";"YMEN";"15.0";"2009.0";"Global Jet International"
"1823";"Airbus 318 Elite";"LX-GJC";"Heavy";"LSGG";"19.0";"2008.0";"Global Jet Luxembourg S.A."
"1824";"Airbus 319 Corporate Jet";"LX-GVV";"Heavy";"LCLK";"18.0";"2010.0";"Global Jet Luxembourg S.A."
"1825";"Airbus 319 Corporate Jet";"LX-MCO";"Heavy";"VHHH";"19.0";"2005.0";"Global Jet Luxembourg S.A."
"1826";"Boeing BBJ 3";"LX-DIO";"Heavy";"LFPB";"19.0";"2016.0";"Global Jet Luxembourg S.A."
"1827";"Challenger 350";"LX-GJM";"Medium";"LFPB";"9.0";"2019.0";"Global Jet Luxembourg S.A."
"1828";"Citation CJ2";"LX-JCT";"Light";"LFMN";"6.0";"2003.0";"Global Jet Luxembourg S.A."
"1829";"Falcon 2000LX";"LX-EVM";"Heavy";"LSGG";"10.0";"2009.0";"Global Jet Luxembourg S.A."
"1830";"Falcon 2000S";"LX-MIC";"Heavy";"LFPB";"10.0";"2013.0";"Global Jet Luxembourg S.A."
"1831";"Falcon 7X";"F-HSAS";"Heavy";"LFPB";"12.0";"2011.0";"Global Jet Luxembourg S.A."
"1832";"Falcon 8X";"LX-LXL";"Heavy";"LSGG";"14.0";"2019.0";"Global Jet Luxembourg S.A."
"1833";"Global Express XRS";"LX-ZED";"Heavy";"EGLF";"10.0";"2009.0";"Global Jet Luxembourg S.A."
"1834";"Gulfstream G-200";"EC-KBC";"Medium";"LEMD";"10.0";"2007.0";"Global Jet Luxembourg S.A."
"1835";"Gulfstream G-550";"OE-IPE";"Heavy";"UUEE";"12.0";"2013.0";"Global Jet Luxembourg S.A."
"1836";"Gulfstream G-650";"OE-LUC";"Heavy";"UUEE";"12.0";"2017.0";"Global Jet Luxembourg S.A."
"1837";"Legacy 450";"LX-JET";"Medium";"LFPB";"7.0";"2017.0";"Global Jet Luxembourg S.A."
"1838";"Legacy 600";"LX-JAG";"Heavy";"LFPB";"9.0";"2007.0";"Global Jet Luxembourg S.A."
"1839";"Legacy 650";"LX-MIA";"Heavy";"LFMN";"13.0";"2012.0";"Global Jet Luxembourg S.A."
"1840";"Canadair CRJ-200";"OY-CRJ";"Heavy";"EKBI";"48.0";"2000.0";"Global Reach Aviation A/S"
"1841";"Gulfstream G-450";"B-8158";"Heavy";"ZBAA";"16.0";"2009.0";"Global Wing Co., Limited"
"1842";"Hawker 900 XP";"B-3909";"Medium";"ZSSS";"8.0";"2010.0";"Global Wing Co., Limited"
"1843";"Challenger 850";"B-3078";"Heavy";"ZGSZ";"15.0";"2005.0";"Global Wings Aviation Holding Co Limited"
"1844";"Citation Mustang";"OE-FCB";"Light";"LFPB";"4.0";"2008.0";"GlobeAir AG"
"1845";"Citation Mustang";"OE-FFB";"Light";"LSGG";"4.0";"2008.0";"GlobeAir AG"
"1846";"Citation Mustang";"OE-FHA";"Light";"LFMN";"4.0";"2008.0";"GlobeAir AG"
"1847";"Citation Mustang";"OE-FHK";"Light";"LIML";"4.0";"2008.0";"GlobeAir AG"
"1848";"Citation Mustang";"OE-FNP";"Light";"EHAM";"4.0";"2009.0";"GlobeAir AG"
"1849";"Citation Mustang";"OE-FPP";"Light";"EGGW";"4.0";"2009.0";"GlobeAir AG"
"1850";"Citation Mustang";"OE-FZA";"Light";"LOWL";"4.0";"2008.0";"GlobeAir AG"
"1851";"Citation Mustang";"OE-FZB";"Light";"EDDK";"4.0";"2008.0";"GlobeAir AG"
"1852";"Citation Mustang";"OE-FZC";"Light";"LIRA";"4.0";"2008.0";"GlobeAir AG"
"1853";"Citation Mustang";"OE-FZD";"Light";"LEIB";"4.0";"2008.0";"GlobeAir AG"
"1854";"Citation Mustang";"OE-FZE";"Light";"EGKB";"4.0";"2008.0";"GlobeAir AG"
"1855";"Challenger 350";"OE-HGG";"Medium";"LOWK";"8.0";"2016.0";"Glock Aviation GmbH"
"1856";"Global 6000";"OE-IGL";"Heavy";"LOWK";"14.0";"2015.0";"Glock Aviation GmbH"
"1857";"King Air E90";"N121B";"Turbo-prop";"KSLK";"6.0";"1972.0";"Go Aviation, Inc."
"1858";"King Air B-200";"N250NC";"Turbo-prop";"KOPF";"8.0";"1981.0";"Go Fly, LLC"
"1859";"Hawker 800XP";"XA-ELR";"Medium";"MMSD";"8.0";"2006.0";"Go 2 Jets"
"1860";"Legacy 600";"XA-FUF";"Heavy";"MMQT";"13.0";"2007.0";"Go 2 Jets"
"1861";"Legacy 600";"XA-RWS";"Heavy";"MMTO";"13.0";"2006.0";"Go 2 Jets"
"1862";"Citation Latitude";"OE-GLR";"Medium";"LOWW";"9.0";"2019.0";"Goldeck-Flug"
"1863";"Pilatus PC-12/47E (NG)";"OE-EPH";"Turbo-prop";"LOAN";"6.0";"2018.0";"Goldeck-Flug"
"1864";"Citation CJ2";"N1220W";"Light";"KBFL";"6.0";"2003.0";"Golden State Air Charter, LLC"
"1865";"King Air 200";"N777SS";"Turbo-prop";"KBFL";"7.0";"1980.0";"Golden State Air Charter, LLC"
"1866";"King Air B-200";"N875DM";"Turbo-prop";"KBFL";"7.0";"1990.0";"Golden State Air Charter, LLC"
"1867";"King Air B200";"N38JV";"Turbo-prop";"KBFL";"7.0";"1994.0";"Golden State Air Charter, LLC"
"1868";"King Air B200";"N908BS";"Turbo-prop";"KBFL";"7.0";"2002.0";"Golden State Air Charter, LLC"
"1869";"Beechjet 400";"N510TL";"Light";"KVNY";"7.0";"1991.0";"Golden State Jet, LLC"
"1870";"Citation SII";"N132GS";"Light";"KVNY";"8.0";"1986.0";"Golden State Jet, LLC"
"1871";"Falcon 50";"N192RS";"Medium";"KVNY";"9.0";"1990.0";"Golden State Jet, LLC"
"1872";"Falcon 2000EX EASy";"N626NT";"Heavy";"KOAK";"12.0";"2005.0";"Goodjet"
"1873";"Gulfstream G-IV";"N495RS";"Heavy";"KHWD";"15.0";"1991.0";"Goodjet"
"1874";"Hawker 1000";"N707HD";"Medium";"KMCC";"9.0";"1994.0";"Goodjet"
"1875";"Hawker 1000A";"N8888H";"Medium";"KOAK";"9.0";"1994.0";"Goodjet"
"1876";"Hawker 1000A";"N9793K";"Medium";"KOAK";"9.0";"1994.0";"Goodjet"
"1877";"Hawker 800XP";"SE-RLX";"Medium";"ESSB";"8.0";"2000.0";"Grafair Flight Management AB"
"1878";"Pilatus PC-12/47E (NG)";"SE-MIX";"Turbo-prop";"ESSB";"7.0";"2017.0";"Grafair Flight Management AB"
"1879";"Challenger 300";"N357KG";"Medium";"KPDK";"9.0";"2004.0";"Grande Aviation"
"1880";"Learjet 45";"N146XL";"Light";"KTYS";"9.0";"2002.0";"Grande Aviation"
"1881";"Learjet 45";"N451N";"Light";"KTYS";"9.0";"2003.0";"Grande Aviation"
"1882";"Learjet 45XR";"N545K";"Light";"KTYS";"9.0";"2004.0";"Grande Aviation"
"1883";"Phenom 300";"N300GV";"Light";"KMTN";"7.0";"2012.0";"GrandView Aviation, LLC"
"1884";"Phenom 300";"N302GV";"Light";"KMTN";"9.0";"2015.0";"GrandView Aviation, LLC"
"1885";"Phenom 300";"N304GV";"Light";"KMTN";"8.0";"2016.0";"GrandView Aviation, LLC"
"1886";"Phenom 300";"N306GV";"Light";"KAUS";"9.0";"2017.0";"GrandView Aviation, LLC"
"1887";"Phenom 300";"N654SR";"Light";"KPWK";"8.0";"2017.0";"GrandView Aviation, LLC"
"1888";"Cessna Conquest II";"N112CZ";"Turbo-prop";"KPBI";"9.0";"1981.0";"Great Flight, Inc."
"1889";"Cirrus SR 22";"N535LB";"Turbo-prop";"KPBI";"3.0";"2007.0";"Great Flight, Inc."
"1890";"Piper Meridian";"N455RS";"Turbo-prop";"KPMP";"5.0";"2005.0";"Great Flight, Inc."
"1891";"Gulfstream G-IVSP";"N450WG";"Heavy";"KHOU";"13.0";"1998.0";"Gulf Coast Aviation"
"1892";"Hawker 750";"N327MP";"Medium";"KHOU";"9.0";"2011.0";"Gulf Coast Aviation"
"1893";"Hawker 800XP";"N134CM";"Medium";"KHOU";"7.0";"2001.0";"Gulf Coast Aviation"
"1894";"King Air 350i";"N725TR";"Turbo-prop";"KHOU";"9.0";"2018.0";"Gulf Coast Aviation"
"1895";"Challenger 605";"A6-MVD";"Heavy";"OMDW";"10.0";"2011.0";"Gulf Wings FZE"
"1896";"Global Express";"A6-CAG";"Heavy";"OMDW";"14.0";"2000.0";"Gulf Wings FZE"
"1897";"Legacy 600";"A6-ANK";"Heavy";"HECA";"13.0";"2008.0";"Gulf Wings FZE"
"1898";"Citation CJ4";"D-CHRB";"Light";"EDDL";"6.0";"2013.0";"Hahn Air Lines GmbH"
"1899";"Citation Sovereign";"D-CHRD";"Medium";"EDDL";"8.0";"2007.0";"Hahn Air Lines GmbH"
"1900";"Falcon 100";"F-GSLZ";"Light";"LFLY";"7.0";"1986.0";"Harmony Jets"
"1901";"Falcon 50";"9H-DFS";"Medium";"LFLY";"10.0";"1988.0";"Harmony Jets"
"1902";"Challenger 300";"N971MC";"Medium";"KMAF";"9.0";"2007.0";"Haskin Aviation"
"1903";"Pilatus PC-12/47E (NG)";"N623E";"Turbo-prop";"KMAF";"8.0";"2008.0";"Haskin Aviation"
"1904";"Citation CJ2";"HI1005";"Light";"MDJB";"6.0";"2002.0";"Helidosa (Helicopteros Dominicanos, S.A.)"
"1905";"Citation CJ3";"HI1045";"Light";"MDJB";"6.0";"2006.0";"Helidosa (Helicopteros Dominicanos, S.A.)"
"1906";"Citation Mustang";"HI949";"Light";"MDJB";"4.0";"2010.0";"Helidosa (Helicopteros Dominicanos, S.A.)"
"1907";"Citation Sovereign";"HI1065";"Medium";"MDJB";"9.0";"2007.0";"Helidosa (Helicopteros Dominicanos, S.A.)"
"1908";"Citation Sovereign";"HI985";"Medium";"MDJB";"9.0";"2006.0";"Helidosa (Helicopteros Dominicanos, S.A.)"
"1909";"Citation X";"HI1001";"Medium";"MDJB";"8.0";"2000.0";"Helidosa (Helicopteros Dominicanos, S.A.)"
"1910";"Citation X";"HI1010";"Medium";"MDJB";"9.0";"1997.0";"Helidosa (Helicopteros Dominicanos, S.A.)"
"1911";"Citation XLS";"HI955";"Light";"MDJB";"9.0";"2004.0";"Helidosa (Helicopteros Dominicanos, S.A.)"
"1912";"Gulfstream G-400";"HI1025";"Heavy";"MDJB";"14.0";"2004.0";"Helidosa (Helicopteros Dominicanos, S.A.)"
"1913";"Gulfstream G-IVSP";"HI1040";"Heavy";"MDJB";"16.0";"2000.0";"Helidosa (Helicopteros Dominicanos, S.A.)"
"1914";"Gulfstream G-IVSP";"HI1050";"Heavy";"MDJB";"14.0";"2000.0";"Helidosa (Helicopteros Dominicanos, S.A.)"
"1915";"Gulfstream G-IVSP";"HI1055";"Heavy";"MDJB";"14.0";"2002.0";"Helidosa (Helicopteros Dominicanos, S.A.)"
"1916";"Agusta AB139";"N139HF";"Helicopter twin engine";"65NJ";"9.0";"2005.0";"HeliFlite Shares, LLC."
"1917";"Bell 429";"N508LB";"Helicopter twin engine";"65NJ";"5.0";"2013.0";"HeliFlite Shares, LLC."
"1918";"Bell 430";"N430AG";"Helicopter twin engine";"KPBI";"6.0";"1998.0";"HeliFlite Shares, LLC."
"1919";"Bell 430";"N431HF";"Helicopter twin engine";"65NJ";"6.0";"1999.0";"HeliFlite Shares, LLC."
"1920";"Bell 430";"N432HF";"Helicopter twin engine";"65NJ";"6.0";"2000.0";"HeliFlite Shares, LLC."
"1921";"Eurocopter EC155 B";"N711GN";"Helicopter twin engine";"65NJ";"6.0";"2000.0";"HeliFlite Shares, LLC."
"1922";"Leonardo AW139";"N134HF";"Helicopter twin engine";"65NJ";"9.0";"2006.0";"HeliFlite Shares, LLC."
"1923";"Sikorsky S-76 B";"N760JE";"Helicopter twin engine";"65NJ";"7.0";"1997.0";"HeliFlite Shares, LLC."
"1924";"Sikorsky S-76 C+";"N155RR";"Helicopter twin engine";"65NJ";"6.0";"1996.0";"HeliFlite Shares, LLC."
"1925";"Sikorsky S-76 C+";"N26HF";"Helicopter twin engine";"KDPA";"6.0";"1998.0";"HeliFlite Shares, LLC."
"1926";"Sikorsky S-76 C++";"N35HF";"Helicopter twin engine";"65NJ";"6.0";"2008.0";"HeliFlite Shares, LLC."
"1927";"Sikorsky S-76B";"N13HF";"Helicopter twin engine";"65NJ";"8.0";"1996.0";"HeliFlite Shares, LLC."
"1928";"Sikorsky S-76B";"N18HF";"Helicopter twin engine";"65NJ";"7.0";"1996.0";"HeliFlite Shares, LLC."
"1929";"Agusta A109E";"N30EH";"Helicopter twin engine";"KVNY";"0.0";"0.0";"Helinet Aviation Services"
"1930";"Agusta A109E";"N433AK";"Helicopter twin engine";"KVNY";"5.0";"2011.0";"Helinet Aviation Services"
"1931";"AIRBUS Helicopter AS350 B2";"N67TV";"Helicopter single engine";"KVNY";"5.0";"1995.0";"Helinet Aviation Services"
"1932";"Eurocopter AS355F2";"N226NR";"Helicopter twin engine";"KVNY";"5.0";"1989.0";"Helinet Aviation Services"
"1933";"Eurocopter AS355FX2";"N253WC";"Helicopter twin engine";"KVNY";"5.0";"1982.0";"Helinet Aviation Services"
"1934";"Sikorsky S-76 B";"N615D";"Helicopter twin engine";"KVNY";"5.0";"1986.0";"Helinet Aviation Services"
"1935";"Sikorsky S-76 B";"N76FL";"Helicopter twin engine";"KVNY";"6.0";"1988.0";"Helinet Aviation Services"
"1936";"Falcon 2000EX";"HK-5068";"Heavy";"SKBO";"10.0";"2014.0";"Helistar S.A.S."
"1937";"Hawker 900XP";"HK-4758";"Medium";"SKBO";"9.0";"2010.0";"Helistar S.A.S."
"1938";"King Air 300";"HK-4603";"Turbo-prop";"SKBO";"9.0";"2008.0";"Helistar S.A.S."
"1939";"Citation Mustang";"ECLCX";"Light";"LEZG";"4.0";"2009.0";"Heron Aviation"
"1940";"Citation Mustang";"ECNGX";"Light";"LEMD";"4.0";"2009.0";"Heron Aviation"
"1941";"Citation XLS+";"DCPSH";"Light";"EDDH";"8.0";"2017.0";"Heron Aviation"
"1942";"Falcon 900EX";"DAHER";"Heavy";"LFSB";"15.0";"2001.0";"Heron Aviation"
"1943";"Falcon 900EX";"DAHRN";"Heavy";"LFSB";"12.0";"2001.0";"Heron Aviation"
"1944";"Falcon 900EX";"DAHRT";"Heavy";"EDDH";"14.0";"2013.0";"Heron Aviation"
"1945";"Eclipse 500";"N45DJ";"Light";"KCHA";"3.0";"2007.0";"HessJet, LLC"
"1946";"Eclipse 500";"N71MT";"Light";"KCHA";"3.0";"2007.0";"HessJet, LLC"
"1947";"Citation CJ1";"N525BW";"Light";"KFTY";"5.0";"2000.0";"Hill Aircraft and Leasing Corp"
"1948";"Citation CJ3";"N80EA";"Light";"KFTY";"8.0";"2008.0";"Hill Aircraft and Leasing Corp"
"1949";"Citation II";"N726HA";"Light";"KFTY";"8.0";"1983.0";"Hill Aircraft and Leasing Corp"
"1950";"Citation II";"N822HA";"Light";"KFTY";"8.0";"1984.0";"Hill Aircraft and Leasing Corp"
"1951";"King Air 350";"N124EB";"Turbo-prop";"KFTY";"8.0";"1998.0";"Hill Aircraft and Leasing Corp"
"1952";"AIRBUS Helicopter AS350 B3";"N125CL";"Helicopter single engine";"KHIO";"5.0";"2015.0";"Hillsboro Aviation, Inc"
"1953";"AIRBUS Helicopter AS350 B3";"N350HA";"Helicopter single engine";"KHIO";"5.0";"2014.0";"Hillsboro Aviation, Inc"
"1954";"Bell 205 A-1";"N205RH";"Helicopter single engine";"KHIO";"10.0";"1973.0";"Hillsboro Aviation, Inc"
"1955";"Bell 205 A-1";"N223HT";"Helicopter single engine";"KHIO";"9.0";"1975.0";"Hillsboro Aviation, Inc"
"1956";"Bell 206 B";"N12AT";"Helicopter single engine";"KHIO";"4.0";"1974.0";"Hillsboro Aviation, Inc"
"1957";"Bell 206 B";"N63888";"Helicopter single engine";"KHIO";"4.0";"1989.0";"Hillsboro Aviation, Inc"
"1958";"Bell 206 L1";"N801CL";"Helicopter single engine";"KHIO";"5.0";"1979.0";"Hillsboro Aviation, Inc"
"1959";"Bell 407";"N407MC";"Helicopter single engine";"KHIO";"6.0";"2005.0";"Hillsboro Aviation, Inc"
"1960";"Bell 407";"N407RL";"Helicopter single engine";"KHIO";"6.0";"2002.0";"Hillsboro Aviation, Inc"
"1961";"Bell 407";"N928CM";"Helicopter single engine";"KHIO";"6.0";"1999.0";"Hillsboro Aviation, Inc"
"1962";"King Air 200";"N515CK";"Turbo-prop";"KHIO";"8.0";"2000.0";"Hillsboro Aviation, Inc"
"1963";"King Air C90";"N964GB";"Turbo-prop";"KHIO";"7.0";"1981.0";"Hillsboro Aviation, Inc"
"1964";"Gulfstream G-550";"B-8259";"Heavy";"VHHH";"16.0";"2012.0";"Hongkong Jet"
"1965";"Cessna 172N";"N4880F";"Turbo-prop";"KMPO";"3.0";"1979.0";"Hop on Air"
"1966";"Challenger 604";"N650HJ";"Heavy";"KFXE";"12.0";"2006.0";"Hop-A-Jet World Wide Jet Charter, Inc"
"1967";"Challenger 605";"N699ST";"Heavy";"KFXE";"10.0";"2008.0";"Hop-A-Jet World Wide Jet Charter, Inc"
"1968";"Learjet 45";"N170LS";"Light";"KFXE";"8.0";"1999.0";"Hop-A-Jet World Wide Jet Charter, Inc"
"1969";"Learjet 45";"N777QL";"Light";"KFXE";"8.0";"2002.0";"Hop-A-Jet World Wide Jet Charter, Inc"
"1970";"Learjet 60";"N178MM";"Medium";"KFXE";"7.0";"2000.0";"Hop-A-Jet World Wide Jet Charter, Inc"
"1971";"Learjet 60";"N255SL";"Medium";"KFXE";"7.0";"2000.0";"Hop-A-Jet World Wide Jet Charter, Inc"
"1972";"Learjet 60";"N280LJ";"Medium";"KFXE";"7.0";"2005.0";"Hop-A-Jet World Wide Jet Charter, Inc"
"1973";"Learjet 60";"N296L";"Medium";"KFXE";"7.0";"2005.0";"Hop-A-Jet World Wide Jet Charter, Inc"
"1974";"Learjet 60XR";"N352XR";"Medium";"KFXE";"6.0";"2008.0";"Hop-A-Jet World Wide Jet Charter, Inc"
"1975";"Learjet 60XR";"N358JA";"Medium";"KFXE";"6.0";"2008.0";"Hop-A-Jet World Wide Jet Charter, Inc"
"1976";"Learjet 60XR";"N367LJ";"Medium";"KFXE";"7.0";"2010.0";"Hop-A-Jet World Wide Jet Charter, Inc"
"1977";"Learjet 60XR";"N60HJ";"Medium";"KFXE";"7.0";"2010.0";"Hop-A-Jet World Wide Jet Charter, Inc"
"1978";"Hawker 750";"9H-BSA";"Medium";"LEMG";"9.0";"2009.0";"Horizon Executive Air LTD"
"1979";"Citation XLS";"D-COBI";"Light";"EDDM";"8.0";"2006.0";"HTM Jet Service GmbH & Co. KG"
